id,first_name,last_name,email,cc_type,cc_number,purchase_dept,purchase_amount,address,zipcode,state,prod_name,purchase_data
847,Duffie,Smidmore,dsmidmoreni@yellowbook.com,diners-club-enroute,201923285399101,Music,5.49,96366 Upham Lane,90101,CA,Organic Granola,12/3/2025
848,Susy,Daily,sdailynj@jalbum.net,diners-club-international,36091942561595,Automotive,2.29,676 School Park,92013,CA,Tuna Fish (canned),9/25/2025
849,Ursala,Guerriero,uguerrieronk@nps.gov,china-unionpay,5602216384073353639,Electronics,19.99,984 Harper Pass,32236,FL,LED Disco Ball Light,4/28/2026
850,Gillian,Byng,gbyngnl@icio.us,jcb,3540514090301004,Beauty,34.99,67188 Morningstar Plaza,21282,MD,High-Waisted Skirt,7/6/2026
851,Knox,Oglethorpe,koglethorpenm@buzzfeed.com,maestro,50189975705882216,Toys,149.99,30 Crownhardt Crossing,25705,WV,Smart Thermostat,8/4/2026
852,Elberta,Knudsen,eknudsennn@un.org,switch,6333677599376192912,Shoes,4.49,9 Lien Lane,38188,TN,Grilled Vegetable Medley,12/25/2025
853,Nathanial,Forster,nforsterno@economist.com,mastercard,5148697226876147,Music,4.99,654 Linden Alley,75074,TX,Kale Salad with Lemon Dressing,9/20/2025
854,Lorne,Uc,lucnp@google.com.br,jcb,3585472518549397,Baby,29.99,7 Schmedeman Alley,88563,TX,Plaid Flannel Shirt,1/25/2026
855,Monti,Triplow,mtriplownq@sphinn.com,jcb,3535255148751124,Health,19.99,82 High Crossing Parkway,89714,NV,Kids' Building Blocks,11/10/2025
856,Brynna,Saladin,bsaladinnr@gmpg.org,diners-club-enroute,201530399405862,Books,3.29,2761 Anthes Pass,55446,MN,Hibiscus Herbal Tea,1/27/2026
857,Marven,Levin,mlevinns@ezinearticles.com,mastercard,5007665955125226,Automotive,1.49,82385 Hanson Park,20414,DC,Organic Green Apples,10/11/2025
858,Tome,Sackett,tsackettnt@amazon.de,diners-club-enroute,201788515878699,Grocery,9.99,19491 Mcbride Pass,92030,CA,Travel Laundry Bag,5/6/2026
859,Tabor,Hall,thallnu@wisc.edu,mastercard,5100177044027617,Movies,29.99,355 Maryland Junction,20525,DC,Portable Solar Phone Charger,1/31/2026
860,Val,Hackforth,vhackforthnv@dailymotion.com,china-unionpay,561089124602341912,Sports,3.99,06234 Village Trail,15274,PA,Spicy Garlic Edamame,8/24/2026
861,Harli,Donson,hdonsonnw@hatena.ne.jp,jcb,3540789904370458,Books,1.89,0 Novick Park,65110,MO,Honeycrisp Apples,12/10/2025
862,Lotta,Garnar,lgarnarnx@dailymotion.com,americanexpress,375331773500547,Automotive,5.49,62933 Comanche Plaza,30301,GA,Frozen Berry Medley,11/6/2025
863,Armstrong,Iceton,aicetonny@smh.com.au,diners-club-enroute,201727979791436,Clothing,4.59,43133 Sundown Hill,77844,TX,Trail Mix (Deluxe),12/31/2025
864,Inesita,MacAirt,imacairtnz@etsy.com,jcb,3560860577862678,Tools,9.99,996 Rutledge Trail,37250,TN,Colorful Post-It Notes Set,11/18/2025
865,Winn,Yesinin,wyesinino0@fastcompany.com,maestro,6304096093875291437,Grocery,12.99,6967 Esker Pass,92710,CA,Honey BBQ Riblets,1/1/2026
866,Wilbur,Parkins,wparkinso1@businessweek.com,diners-club-international,36842032315999,Toys,3.49,45869 Meadow Valley Park,65810,MO,Mango Salsa,11/9/2025
867,Clyve,Burtt,cburtto2@delicious.com,diners-club-enroute,201859777528163,Jewelry,69.99,7 Mendota Lane,07104,NJ,Portable Speakers,8/19/2026
868,Iona,Gieraths,igierathso3@flavors.me,diners-club-international,36599596810969,Health,24.99,00 Reinke Alley,60652,IL,Multi-Purpose Plant Care Tool,5/5/2026
869,Serena,Ateridge,sateridgeo4@marketwatch.com,visa,4041373859248,Industrial,3.19,32075 Barnett Street,65211,MO,Sriracha Sauce,12/14/2025
870,Lonnie,Plett,lpletto5@gravatar.com,maestro,060481232972178801,Outdoors,34.99,5 Westerfield Road,66210,KS,Garden Hoses with Expandable Features,1/13/2026
871,Elvina,Rosewarne,erosewarneo6@wix.com,jcb,3531869700635337,Garden,8.49,53526 Evergreen Way,55905,MN,Marinara Parmesan Baked Ziti,4/26/2026
872,Lona,Tompkins,ltompkinso7@about.com,mastercard,5108758781541977,Automotive,19.99,8843 Sundown Park,89135,NV,LED Flashlight with Rechargeable Batteries,5/21/2026
873,Massimo,Jeandeau,mjeandeauo8@nature.com,diners-club-international,36304680739327,Grocery,4.99,28 Continental Junction,99260,WA,Cauliflower Rice Stir-Fry,7/3/2026
874,Fredrika,Bussel,fbusselo9@yale.edu,maestro,5038480434458682,Books,3.29,73011 Sutherland Court,54915,WI,Honey Mustard Dip,8/22/2026
875,Ibrahim,Thacker,ithackeroa@tinypic.com,diners-club-enroute,201675150587919,Kids,15.99,4 Monument Junction,77493,TX,Gardening Gloves,4/24/2026
876,Ethelda,Stell,estellob@who.int,maestro,676223995441336491,Industrial,3.49,04 Barby Place,80945,CO,Chickpea Snack Mix,4/7/2026
877,Ibby,MacGarrity,imacgarrityoc@google.de,bankcard,5610815188952552,Electronics,4.99,45922 2nd Pass,32314,FL,Feta Cheese,2/24/2026
878,Suzie,Weeks,sweeksod@imgur.com,solo,6767712117654962,Toys,3.99,337 Clemons Lane,79994,TX,Thai Coconut Curry Sauce,5/18/2026
879,Ole,Gladdis,ogladdisoe@jimdo.com,maestro,67635259406345078,Industrial,7.99,9257 Mariners Cove Court,32605,FL,Honey Sriracha Chicken Bites,4/7/2026
880,Cam,Pletts,cplettsof@google.es,china-unionpay,5602221737212186,Home,5.99,3 Declaration Terrace,45271,OH,Mini Meatballs,10/1/2025
881,Adler,Kenefick,akenefickog@huffingtonpost.com,jcb,3585833475060944,Toys,2.99,03971 Surrey Trail,93005,CA,Basil Lemonade,10/2/2025
882,Moselle,Dyers,mdyersoh@opensource.org,diners-club-enroute,201531438927437,Sports,2.29,715 Eggendart Street,33330,FL,Chocolate Mint Cookies,3/21/2026
883,Regan,Zywicki,rzywickioi@histats.com,switch,675912635490197141,Baby,29.99,0212 Melvin Junction,02453,MA,Smartphone Tripod,9/3/2025
884,Katuscha,Pollitt,kpollittoj@flickr.com,solo,6767592062671122523,Industrial,19.99,8719 Vera Street,55905,MN,Smart Plug,7/15/2026
885,Randal,McCoughan,rmccoughanok@stanford.edu,americanexpress,337941620561356,Movies,9.99,521 Hoffman Point,89160,NV,Lemon Herb Grilled Chicken,3/10/2026
886,Burtie,Gallehawk,bgallehawkol@example.com,switch,633338810765604585,Kids,1.49,4070 Washington Pass,43284,OH,Cucumber Lime Sparkling Water,7/26/2026
887,Corly,Shurmore,cshurmoreom@wikimedia.org,visa,4041597822956,Games,1.49,81894 Briar Crest Circle,79116,TX,Cucumber Lime Sparkling Water,11/23/2025
888,Christye,Birtonshaw,cbirtonshawon@toplist.cz,china-unionpay,5602212204721205,Automotive,12.99,240 Glacier Hill Park,11024,NY,Pet Grooming Glove,4/11/2026
889,Maegan,Birtle,mbirtleoo@google.es,maestro,5020833029048644889,Garden,12.99,1 Lotheville Court,43226,OH,High-Speed HDMI Cable,9/25/2025
890,Horacio,Giacomi,hgiacomiop@pagesperso-orange.fr,solo,676718493659500760,Grocery,4.99,0760 Laurel Pass,29625,SC,Greek Feta Cheese,6/30/2026
891,Josephina,Rosenfelder,jrosenfelderoq@alexa.com,maestro,630498668297749159,Outdoors,399.99,25259 Meadow Valley Avenue,46207,IN,Portable Solar Generator,10/20/2025
892,Bartholomeo,Vynarde,bvynardeor@addtoany.com,diners-club-enroute,201936596064099,Industrial,3.39,95 Starling Place,27635,NC,Cucumber Relish,8/19/2026
893,Mannie,Gallear,mgallearos@npr.org,visa,4017956348254,Toys,12.99,36 Alpine Circle,13205,NY,Non-Slip Yoga Socks,11/13/2025
894,Eulalie,Wooles,ewoolesot@opera.com,diners-club-us-ca,5521511216601760,Garden,7.99,83 Steensland Park,20436,DC,Pumpkin Spice Coffee,12/21/2025
895,Maximilianus,Giercke,mgierckeou@jigsy.com,jcb,3580502907971656,Games,6.49,8843 Pankratz Street,63110,MO,Pecan Nuts,11/16/2025
896,Konrad,Mintoft,kmintoftov@php.net,jcb,3547134718636054,Health,15.49,8 Knutson Parkway,48076,MI,Smartphone Stand,7/16/2026
897,Karola,Ilsley,kilsleyow@foxnews.com,switch,5641822682079778,Home,69.99,7452 Fuller Plaza,78296,TX,Waterproof Rain Boots,10/4/2025
898,Daniela,Riby,dribyox@nature.com,americanexpress,374622366224680,Games,12.99,6 Autumn Leaf Center,31217,GA,Compact Umbrella,2/14/2026
899,Theresina,Clint,tclintoy@phoca.cz,diners-club-enroute,201646907487554,Industrial,25.99,908 Basil Avenue,63196,MO,Patterned Knit Scarf,10/17/2025
900,Bail,Liddon,bliddonoz@icio.us,maestro,50386416545833615,Jewelry,49.99,1945 Duke Court,98687,WA,Workstation Laptop Stand,4/9/2026
901,Nolan,Merrington,nmerringtonp0@domainmarket.com,diners-club-enroute,201907011366732,Computers,24.99,194 Lunder Hill,44111,OH,Outdoor String Lights,12/24/2025
902,Bee,Bulford,bbulfordp1@dedecms.com,mastercard,5010122173637942,Toys,99.99,95 Westridge Center,93386,CA,Puffer Winter Coat,8/15/2026
903,Vaughan,Bowdidge,vbowdidgep2@mlb.com,china-unionpay,560221658662158428,Clothing,5.49,03 Truax Park,23551,VA,Asian Stir-Fry Kit,6/3/2026
904,Andree,Petrulis,apetrulisp3@tinypic.com,switch,6331108872391576,Music,49.99,49474 Judy Center,78210,TX,Streaming Device,7/4/2026
905,Hamel,Severns,hsevernsp4@google.co.jp,diners-club-international,36938640261946,Health,129.99,6 Mifflin Place,02163,MA,Kids' Educational Tablet,9/11/2025
906,Marylynne,Newitt,mnewittp5@hugedomains.com,solo,6334916451179601,Outdoors,24.99,390 Bobwhite Parkway,94263,CA,Inspirational Wall Art,12/5/2025
907,Maisey,Buckthorpe,mbuckthorpep6@simplemachines.org,maestro,502097333642111078,Garden,5.29,5444 Jenifer Way,80328,CO,Ginger Turmeric Latte Mix,6/28/2026
908,Margarethe,Farrier,mfarrierp7@nytimes.com,diners-club-international,36341018330809,Toys,14.99,380 Montana Avenue,46862,IN,Sketchbook,10/5/2025
909,Pennie,Van Der Walt,pvanderwaltp8@google.es,switch,6331102464931538217,Health,29.99,02819 Upham Junction,46620,IN,Crafting Kit,3/17/2026
910,Jean,Cartmer,jcartmerp9@wufoo.com,mastercard,5108754634069720,Automotive,89.99,45 Ryan Court,30343,GA,Adjustable Height Standing Desk Converter,5/30/2026
911,Taryn,Sawyer,tsawyerpa@salon.com,instapayment,6373963210216607,Sports,1.99,59802 Division Center,34629,FL,Peach Fruit Cups,1/19/2026
912,Boniface,Dobrovolny,bdobrovolnypb@newsvine.com,instapayment,6399787877367282,Beauty,39.99,91 Kropf Pass,19725,DE,Lightweight Travel Backpack,2/16/2026
913,Moe,McLay,mmclaypc@bloomberg.com,diners-club-us-ca,5493165049512183,Home,29.99,1833 Cordelia Avenue,32627,FL,Smartphone Photography Tripod,5/13/2026
914,Beverley,Gilogly,bgiloglypd@trellian.com,instapayment,6375897400923846,Automotive,2.49,10 Sheridan Way,91125,CA,Coconut Milk,5/18/2026
915,Virgina,Smaleman,vsmalemanpe@globo.com,diners-club-international,36208965343491,Clothing,2.49,88 Knutson Park,38181,TN,Nutty Granola Clusters,1/25/2026
916,Bibby,Redwing,bredwingpf@guardian.co.uk,diners-club-international,36271383377350,Movies,10.99,9444 Holy Cross Lane,94064,CA,Pork Tenderloin,3/29/2026
917,Maure,Goldsack,mgoldsackpg@sogou.com,mastercard,5002353766064653,Sports,109.99,8232 Emmet Terrace,33710,FL,Wireless Security Camera,10/29/2025
918,Giacomo,Blue,gblueph@ow.ly,switch,4936567057466143035,Baby,79.99,42384 Schurz Point,11447,NY,Lightweight Rain Jacket,9/6/2025
919,Eustace,Winram,ewinrampi@clickbank.net,jcb,3556719735023621,Toys,8.49,61590 Katie Circle,77050,TX,Honey Garlic Shrimp,3/9/2026
920,Annadiane,Shannahan,ashannahanpj@rakuten.co.jp,americanexpress,372301566648210,Movies,22.99,7490 Stang Hill,34108,FL,Eco-Friendly Disposable Plates,4/27/2026
921,Maiga,Birkett,mbirkettpk@java.com,china-unionpay,5610380356736535,Games,14.99,841 Crescent Oaks Point,64144,MO,Breathable Face Mask Set,6/21/2026
922,Greggory,Bucktharp,gbucktharppl@huffingtonpost.com,diners-club-international,36991416125720,Games,5.99,2668 Cascade Terrace,10155,NY,Green Smoothie Mix,12/10/2025
923,Morly,Martensen,mmartensenpm@java.com,diners-club-international,36080260688023,Home,29.99,24 Valley Edge Park,34629,FL,Chopping Board,9/5/2025
924,Kathryn,Kruszelnicki,kkruszelnickipn@flavors.me,diners-club-enroute,201855949130722,Sports,1.99,8417 Dixon Way,66215,KS,Almond Butter Crunch Bar,10/27/2025
925,Cyrillus,Gerriet,cgerrietpo@squidoo.com,mastercard,5100134737748454,Computers,24.99,211 Rockefeller Plaza,35810,AL,Wooden Blocks,7/9/2026
926,Gal,Furmagier,gfurmagierpp@lycos.com,visa,4017953013279743,Shoes,22.99,7 Monica Pass,20260,DC,Herb Drying Rack,11/10/2025
927,Carny,Gingold,cgingoldpq@webs.com,maestro,6304303654469376,Industrial,2.99,71 Hallows Point,33134,FL,Smoked Paprika,1/10/2026
928,Kennith,Wittleton,kwittletonpr@amazon.com,instapayment,6393577248530254,Toys,49.99,0 Dovetail Crossing,37450,TN,Cotton Pajama Set,6/19/2026
929,Agnella,Bamell,abamellps@imageshack.us,diners-club-international,36197626507893,Computers,4.49,75039 Fallview Point,94975,CA,Zesty Garlic Marinade,9/21/2025
930,Abram,Arpe,aarpept@indiegogo.com,visa,4788431281753,Games,249.99,7611 Artisan Place,99252,WA,Compact Digital Camera,5/1/2026
931,Vinnie,Coady,vcoadypu@weather.com,mastercard,5100136438254104,Kids,3.29,2 Upham Crossing,78245,TX,Vegetable Stir Fry Mix,4/24/2026
932,Sammie,Stopford,sstopfordpv@europa.eu,maestro,67631385825388854,Grocery,5.49,963 Clyde Gallagher Hill,73129,OK,Herbed Goat Cheese,7/3/2026
933,Dacey,Le-Good,dlegoodpw@dmoz.org,diners-club-us-ca,5400402795733339,Books,14.99,44647 Fuller Point,34205,FL,Portable Phone Mug Holder,9/5/2025
934,Antonetta,Lycett,alycettpx@jiathis.com,jcb,3588850025337702,Beauty,29.99,6 Ruskin Point,71130,LA,Portable Solar Phone Charger,11/12/2025
935,Emmalee,Shawyers,eshawyerspy@irs.gov,switch,6759743166667902,Baby,6.49,90 Kinsman Pass,33175,FL,Savory Breakfast Sausage,5/17/2026
936,Joshuah,Flintoft,jflintoftpz@cornell.edu,switch,490332364751944218,Shoes,9.99,19 Springs Park,78296,TX,Baby Safety Corner Guards,1/5/2026
937,Misty,Gullis,mgullisq0@wp.com,instapayment,6399440722120569,Shoes,3.99,5999 West Pass,71307,LA,Ginger Turmeric Shots,5/12/2026
938,Damara,Tarling,dtarlingq1@zimbio.com,diners-club-us-ca,5560567355824854,Music,2.29,4 Portage Court,87505,NM,Egg Noodles,12/8/2025
939,Tamiko,Askaw,taskawq2@google.cn,solo,676753758950762384,Automotive,129.99,9 Spaight Terrace,35290,AL,Kids Tablet,4/1/2026
940,Maiga,Kmicicki,mkmicickiq3@bloglines.com,diners-club-international,36021539261473,Jewelry,4.79,048 Michigan Avenue,35815,AL,Vegan chocolate chip cookies,5/24/2026
941,Zoe,Huntress,zhuntressq4@boston.com,instapayment,6397182113611234,Toys,8.49,11 Luster Alley,87121,NM,Marinara Parmesan Baked Ziti,4/6/2026
942,Cole,Malpass,cmalpassq5@yolasite.com,diners-club-international,36846008261186,Music,29.99,5 Bayside Point,89178,NV,Chopping Board,11/5/2025
943,Beau,Burnand,bburnandq6@flickr.com,china-unionpay,561013997519770112,Kids,4.99,694 Rowland Alley,55108,MN,Vegetarian Stuffed Peppers,7/19/2026
944,Karalee,Ladon,kladonq7@washingtonpost.com,bankcard,5602252921193759,Toys,29.99,54638 Lunder Avenue,72905,AR,Travel Beach Blanket,5/4/2026
945,Sanford,Hurdis,shurdisq8@imageshack.us,solo,6767283988676005,Automotive,9.99,70 Arkansas Court,43210,OH,Lemon Dill Chicken Skewers,7/28/2026
946,Gipsy,Lawler,glawlerq9@github.com,china-unionpay,56022468961511495,Jewelry,54.99,438 Dovetail Plaza,77255,TX,Slim Fit Chinos,1/10/2026
947,Sayres,Cremins,screminsqa@globo.com,china-unionpay,5602241993470898,Toys,3.99,39082 Lyons Way,23228,VA,Free-Range Eggs,10/19/2025
948,Feodor,Wurz,fwurzqb@epa.gov,solo,6767028536501935927,Books,14.99,322 Crest Line Court,10079,NY,Breathable Face Mask Set,6/7/2026
949,Aprilette,Bodega,abodegaqc@etsy.com,diners-club-enroute,201732773806588,Sports,2.99,1230 Main Junction,33625,FL,Coconut Lime Rice,6/24/2026
950,Kendrick,Frisel,kfriselqd@blinklist.com,jcb,3573241709473566,Music,5.49,8570 Summit Terrace,33625,FL,Sliced Turkey Breast,4/20/2026
951,Willem,Bradbury,wbradburyqe@wix.com,china-unionpay,560225522757553198,Shoes,199.99,4175 Mitchell Way,46805,IN,Smart Air Purifier,10/26/2025
952,Gauthier,Kiddell,gkiddellqf@google.de,instapayment,6394164963017020,Outdoors,3.99,1204 Fairfield Point,23225,VA,Craft Beer Mustard,4/14/2026
953,Mendy,Tacker,mtackerqg@domainmarket.com,diners-club-enroute,201470616244200,Kids,3.99,768 Porter Hill,55448,MN,Natural Fruit Snacks,8/16/2026
954,Galvin,Matelaitis,gmatelaitisqh@disqus.com,switch,493680752074621681,Home,2.99,5 Nancy Lane,45233,OH,Frozen Hash Browns,7/27/2026
955,Nils,Seiler,nseilerqi@statcounter.com,americanexpress,337941448242734,Health,39.99,32 Macpherson Way,27110,NC,Ceramic Planter Set,7/21/2026
956,Marchall,McElhargy,mmcelhargyqj@weibo.com,maestro,5018416512603561,Home,49.99,77975 Del Sol Trail,46862,IN,Classic Slim Fit Shirt,11/13/2025
957,Mufi,Lazonby,mlazonbyqk@fda.gov,jcb,3588455087817268,Automotive,24.99,02652 Chinook Lane,78737,TX,Insulated Lunch Box,10/17/2025
958,Enrica,Fuller,efullerql@java.com,switch,4903552025647629,Health,5.99,37224 Hovde Lane,22093,VA,Frozen Mixed Berries,6/18/2026
959,Marcelle,McCafferky,mmccafferkyqm@examiner.com,diners-club-international,36289754074166,Electronics,1.99,76734 Corscot Park,33462,FL,Sparkling Blood Orange Soda,12/15/2025
960,Bunnie,Romei,bromeiqn@ehow.com,diners-club-international,36231644917022,Music,5.99,622 Westport Way,19886,DE,Pet Training Clicker,4/8/2026
961,Evvie,Benallack,ebenallackqo@imageshack.us,americanexpress,374622979678678,Computers,79.99,0 Schurz Road,16522,PA,Foot Massager,2/27/2026
962,Tatiania,Stable,tstableqp@people.com.cn,bankcard,5602227863236204,Toys,19.99,2 Shopko Street,62794,IL,Warm Knit Beanie,5/10/2026
963,Lu,Breming,lbremingqq@youku.com,bankcard,5602249483747964,Industrial,2.49,308 Lotheville Crossing,36125,AL,Creamy Ranch Dressing,7/31/2026
964,Elspeth,Endersby,eendersbyqr@ezinearticles.com,solo,6767450978880562,Shoes,14.99,55745 Maple Court,07208,NJ,USB Desk Fan,6/18/2026
965,Elmer,Costock,ecostockqs@mail.ru,diners-club-us-ca,5500201018032647,Games,3.39,58395 Homewood Way,02283,MA,Honey-Balsamic Vinaigrette,10/5/2025
966,Donal,Dudek,ddudekqt@paginegialle.it,diners-club-enroute,201573822674480,Garden,8.99,2 Center Alley,61651,IL,Garlic Herb Grilled Chicken,11/30/2025
967,Gerry,Petracchi,gpetracchiqu@webmd.com,bankcard,5602215881094713,Health,3.49,098 Harper Park,48258,MI,Sweet BBQ Dipping Sauce,9/2/2025
968,Nadia,Bagnal,nbagnalqv@behance.net,mastercard,5563978005395863,Garden,39.99,14 Farmco Center,61825,IL,USB-C Hub,6/3/2026
969,Fayette,Arnau,farnauqw@time.com,china-unionpay,5602234884293096940,Beauty,22.99,36570 Spenser Road,78255,TX,Children's Garden Tool Set,3/12/2026
970,Ki,Evangelinos,kevangelinosqx@washingtonpost.com,mastercard,5108750804098739,Movies,59.99,0 Marcy Plaza,90025,CA,Two-Tone Windbreaker,1/3/2026
971,Sheeree,Rothwell,srothwellqy@google.com.au,diners-club-us-ca,5541297036326368,Books,4.99,8 Buhler Road,95128,CA,Classic Cheesecake Mix,7/20/2026
972,Tarah,Bruntje,tbruntjeqz@si.edu,diners-club-enroute,201803941457750,Sports,12.99,4 5th Lane,35210,AL,Yoga Strap,4/3/2026
973,Yul,Burnsyde,yburnsyder0@reference.com,visa,4041597200369,Books,4.29,35 Reinke Center,48224,MI,Natural Peanut Butter,5/12/2026
974,Violet,Elfitt,velfittr1@weather.com,maestro,0604829924967140129,Sports,2.49,53197 International Terrace,92805,CA,Chocolate Chip Cookie Mix,6/2/2026
975,Tobe,Smidmore,tsmidmorer2@w3.org,bankcard,5602254809127230,Baby,4.99,8 Graedel Hill,32092,FL,Thai Peanut Noodles,10/31/2025
976,Elladine,Sphinxe,esphinxer3@gnu.org,diners-club-us-ca,5580028487259457,Grocery,6.29,360 Toban Street,92165,CA,Grilled Veggie Burgers,12/14/2025
977,Casie,Varnham,cvarnhamr4@yahoo.com,solo,6767432659506801710,Garden,3.49,98912 Bashford Point,14205,NY,Black Bean Soup,4/14/2026
978,Christian,Kyteley,ckyteleyr5@studiopress.com,solo,676729056605784619,Industrial,19.99,125 Hovde Terrace,51110,IA,Stainless Steel Travel Mug,1/10/2026
979,Wake,Kemmey,wkemmeyr6@de.vu,americanexpress,374622108805101,Garden,39.99,0 Upham Center,75210,TX,Cordless Electric Screwdriver,1/16/2026
980,Jamal,McKomb,jmckombr7@reverbnation.com,maestro,5893426443591918,Electronics,99.99,41 Coleman Point,30919,GA,Mini Projector for Smartphones,3/3/2026
981,Calli,Sambeck,csambeckr8@quantcast.com,diners-club-enroute,201448357288594,Jewelry,3.59,0584 Vahlen Center,27710,NC,Taro Chips,11/14/2025
982,Grazia,Hartus,ghartusr9@kickstarter.com,jcb,3543419122549496,Music,14.99,444 Elka Way,80945,CO,Winter Knit Beanie,11/20/2025
983,Evangelina,Kundert,ekundertra@livejournal.com,bankcard,5602250789071067,Jewelry,14.99,8414 Fieldstone Drive,94154,CA,Kids' Activity Book,5/13/2026
984,Edwin,Cardenas,ecardenasrb@nationalgeographic.com,mastercard,5416490271186454,Books,12.99,91 Lake View Plaza,20010,DC,Car Trash Can,4/28/2026
985,Van,Pascho,vpaschorc@gmpg.org,americanexpress,374288868761312,Baby,7.99,62521 Kennedy Place,84140,UT,Herbed Chicken Breast,12/2/2025
986,Romonda,Sleit,rsleitrd@bigcartel.com,americanexpress,337941254447716,Clothing,19.99,5 Troy Plaza,36605,AL,Reflective Safety Vest,4/17/2026
987,Constanta,Walsom,cwalsomre@hugedomains.com,americanexpress,372301218623678,Grocery,19.99,0 Jana Road,20530,DC,Reusable Silicone Food Storage Bags,8/7/2026
988,Godfree,Toffalo,gtoffalorf@aboutads.info,diners-club-international,36278509000451,Home,29.99,22 Reinke Crossing,33647,FL,Compost Bin,8/29/2026
989,Johannes,Ibbott,jibbottrg@guardian.co.uk,diners-club-us-ca,5548254793045783,Beauty,5.99,63 Southridge Road,14225,NY,Mini Meatballs,10/20/2025
990,Pablo,Sowray,psowrayrh@whitehouse.gov,mastercard,5233914465246726,Tools,4.29,995 Everett Hill,10557,NY,Spinach Feta Wraps,2/23/2026
991,Siffre,Scrowston,sscrowstonri@dagondesign.com,diners-club-enroute,201991454947083,Industrial,49.99,5 Vera Lane,92705,CA,Trackpad for Laptop,4/10/2026
992,Claybourne,Spoward,cspowardrj@pinterest.com,diners-club-enroute,201498596016611,Jewelry,2.49,6514 Maple Wood Road,77035,TX,Thyme,7/31/2026
993,Humfrey,Scarr,hscarrrk@thetimes.co.uk,americanexpress,374283060295979,Automotive,5.99,3605 Rigney Point,83705,ID,Almond Flour,8/13/2026
994,Lind,Rickson,lricksonrl@xrea.com,mastercard,5100173978179110,Computers,3.99,2939 Havey Lane,90030,CA,Mango Chutney,5/1/2026
995,Charin,Sibley,csibleyrm@microsoft.com,jcb,3536769372530995,Electronics,169.99,92762 Hansons Pass,20337,DC,Smart Thermostat with Wi-Fi,2/8/2026
996,Kit,Byne,kbynern@lulu.com,jcb,3531369734052245,Garden,7.99,19368 Rigney Road,61640,IL,Classic Beef Chili,9/29/2025
997,Trenna,Pirt,tpirtro@storify.com,jcb,3529165602242544,Automotive,6.49,73204 Golf View Court,30130,GA,Kale and Quinoa Salad,11/11/2025
998,Delano,Biasi,dbiasirp@topsy.com,jcb,3569716066707959,Baby,3.79,099 Riverside Road,33543,FL,Dried Apricots,7/2/2026
999,Tiffanie,Milburne,tmilburnerq@cornell.edu,bankcard,5602228692066440,Home,24.99,5 Nobel Crossing,20067,DC,Wireless Charger,5/18/2026
1000,Adorne,Kleinsmuntz,akleinsmuntzrr@virginia.edu,jcb,3539067004264076,Books,8.99,1 Brentwood Street,13205,NY,Set of Herb Garden Markers,10/23/2025
